myadd píng 瓶
9017 dòu 逗
9019 zhè,zhèi 這
901A tōng,tòng 通
901B guàng 逛
901D shì 逝
901E chěng 逞
901F sù 速
9020 zào 造
9021 qūn 逡
9022 féng 逢
9026 lǐ 逦
9029 bèn 逩
902D huàn 逭
902E dǎi,dài 逮
902F lù 逯
9031 zhōu 週
9032 jìn 進
9034 chuō 逴
9035 kuí 逵
9036 wēi 逶
9037 tì 逷
9038 yì 逸
903B luó 逻
903C bī 逼
903E yú 逾
9041 dùn 遁
9042 suí,suì 遂
9044 chuán 遄
9046 tí 遆
9047 yù 遇
904A yóu 遊
904B yùn 運
904D biàn 遍
904E guō,guò 過
904F è 遏
9050 xiá 遐
9051 huáng 遑
9052 qiú 遒
9053 dào 道
9054 dá 達
9055 wéi 違
9057 wèi,yí 遗
9058 gòu 遘
905B liú,liù 遛
905C xùn 遜
905D tà 遝
905E dì 遞
9060 yuǎn 遠
9061 sù 遡
9062 tà 遢
9063 qiǎn 遣
9065 yáo 遥
9068 áo 遨
9069 shì 適
906D zāo 遭
906E zhē 遮
906F dùn 遯
9072 chí 遲
9074 lín 遴
9075 zūn 遵
9077 qiān 遷
9078 xuǎn 選
9079 yù 遹
907C liáo 遼
907D jù 遽
907F bì 避
9080 yāo 邀
9081 mài 邁
9082 xiè 邂
9083 suì 邃
9084 hái,huán 還
9085 zhān 邅
9087 ěr 邇
9088 miǎo 邈
908A biān 邊
908B lā 邋
908F luó 邏
9090 lǐ 邐
9091 yì 邑
9093 dèng 邓
9095 yōng 邕
9097 hán 邗
9098 yú 邘
9099 máng 邙
909B qióng 邛
909D kuàng 邝
90A0 bīn 邠
90A1 fāng 邡
90A2 xíng 邢
90A3 nā,nǎ,nà,nǎi,nè,něi,nèi 那
90A6 bāng 邦
90A8 cūn 邨
90AA xié,yé 邪
90AC wū 邬
90AE yóu 邮
90AF hán 邯
90B0 tái 邰
90B1 qiū 邱
90B2 bì 邲
90B3 pī 邳
90B4 bǐng 邴
90B5 shào 邵
90B6 bèi 邶
90B8 dǐ 邸
90B9 zōu 邹
90BA yè 邺
90BB lín 邻
90BD guī 邽
90BE zhū 邾
90C1 yù 郁
90C3 hé 郃
90C4 qiè 郄
90C5 zhì 郅
90C7 huán,xún 郇
90C8 hòu 郈
90CA jiāo 郊
90CB xí 郋
90CE láng,làng 郎
90CF jiá 郏
90D0 kuài 郐
90D1 zhèng 郑
90D3 yùn 郓
90D5 chéng 郕
90D7 xī 郗
90DA wú 郚
90DB fú 郛
90DC gào 郜
90DD hǎo 郝
90DF jiá 郟
90E1 jùn 郡
90E2 yǐng 郢
90E4 xì 郤
90E6 lì 郦
90E7 yún 郧
90E8 bù 部
90EA qī 郪
90EB pí 郫
90ED guō 郭
90EF tán 郯
90F0 zōu 郰
90F3 ní 郳
90F4 chēn 郴
90F5 yóu 郵
90F8 dān 郸
90FD dōu,dū 都
90FE yǎn 郾
90FF méi 郿
9100 ruò 鄀
9102 è 鄂
9103 shū 鄃
9104 juàn 鄄
9105 yǔ 鄅
9109 xiāng 鄉
910C táng 鄌
910F rǔ 鄏
9112 zōu 鄒
9114 wū 鄔
9117 hào 鄗
9118 yōng 鄘
9119 bǐ 鄙
911A mào 鄚
911C fū 鄜
911E yín 鄞
9120 hù 鄠
9122 yān 鄢
9123 zhāng 鄣
9127 dèng 鄧
9129 xún 鄩
912D zhèng 鄭
912F shàn 鄯
9130 lín 鄰
9131 pó 鄱
9132 dān 鄲
9134 yè 鄴
9136 kuài 鄶
9139 zōu 鄹
913A kuàng 鄺
913E yōu 鄾
9142 cuó,zàn 酂
9143 líng 酃
9146 fēng 酆
9148 lì 酈
9149 yǒu 酉
914A dīng,dǐng 酊
914B qiú 酋
914C zhuó 酌
914D pèi 配
914E zhòu 酎
914F yǐ 酏
9150 gān 酐
9152 jiǔ 酒
9155 máo 酕
9156 zhèn 酖
9157 xù 酗
9158 dòu 酘
915A fēn 酚
915D yùn 酝
915E tài 酞
9161 tuó 酡
9162 cù,zuò 酢
9163 hān 酣
9164 gū 酤
9165 sū 酥
9166 fā,pō 酦
9167 chóu 酧
9169 mǐng 酩
916A lào 酪
916C chóu 酬
916E tóng 酮
916F zhǐ 酯
9170 xiān 酰
9171 jiàng 酱
9172 chéng 酲
9174 tú 酴
9175 jiào 酵
9176 méi 酶
9177 kù 酷
9178 suān 酸
9179 lèi 酹
917A pú 酺
917D yàn 酽
917E shāi,shī 酾
917F niáng,niàng 酿
9181 lù 醁
9183 yān 醃
9184 táo 醄
9185 pēi 醅
9187 chún 醇
9189 zuì 醉
918A zhuì 醊
918B cù 醋
918C kūn 醌
918D tí 醍
9190 hú 醐
9191 xǔ 醑
9192 xǐng 醒
9196 yùn 醖
919A mí 醚
919B quán 醛
919C chǒu 醜
91A1 zhà 醡
91A2 hǎi 醢
91A3 táng 醣
91A8 lí 醨
91AA láo 醪
91AB yī 醫
91AC jiàng 醬
91AD bú 醭
91AE jiào 醮
91AF xī 醯
91B0 tán 醰
91B1 fā,pō 醱
91B2 nóng 醲
91B4 lǐ 醴
91B5 jù 醵
91BA xūn 醺
91BB chóu 醻
91BC yàn 醼
91BD líng 醽
91BE mí 醾
91BF mí 醿
91C0 niáng,niàng 釀
91C1 xìn 釁
91C3 shāi,shī 釃
91C4 mí 釄
91C5 yàn 釅
91C7 cǎi,cài 采
91C9 yòu 釉
91CA shì 释
91CB shì 釋
91CC lǐ,li 里
91CD chóng,zhòng 重
91CE yě 野
91CF liáng,liàng 量
91D0 lí,xǐ 釐
91D1 jīn 金
91DC fǔ 釜
91E6 kòu 釦
91EC hàn 釬
91ED gāng 釭
91FD pì 釽
9207 fū 鈇
921A pī 鈚
921C hóng 鈜
9249 xuàn 鉉
924B bào 鉋
924F chú,jǔ 鉏
9264 gōu 鉤
9265 shù 鉥
9267 mǔ 鉧
9268 xǐ 鉨
9274 jiàn 鉴
9277 hóng 鉷
928E qióng 銎
9295 tiě 銕
9297 xiàng 銗
92AE luán 銮
92B2 hàn 銲
92B6 qiú 銶
92C6 yún 鋆
92C8 wù 鋈
92CB chán 鋋
92CF jiá 鋏
92DC zhuó 鋜
92EC pàn 鋬
92F9 chǎng 鋹
92FC gāng,gàng 鋼
9304 lù 錄
930D pī 錍
931E chún,duì 錞
9322 qián 錢
9323 zhuì 錣
9324 jī 錤
9327 guǎn 錧
9336 biǎo 錶
9338 lái 錸
933E zàn 錾
934A liàn 鍊
934B guō 鍋
935A yáng 鍚
936A móu 鍪
936B qiāo 鍫
937C zhēn 鍼
937E zhōng 鍾
938B xiá 鎋
938C lián 鎌
938F liú 鎏
9392 nòu 鎒
9394 róng 鎔
9397 qiāng 鎗
939A chuí 鎚
939D dā 鎝
93A2 wū 鎢
93A3 yíng 鎣
93A7 kǎi 鎧
93A9 shā 鎩
93AF láng 鎯
93C1 suǒ 鏁
93C7 xuàn 鏇
93CA ào 鏊
93D6 áo 鏖
93D7 kēng 鏗
93D8 qiāng 鏘
93DA qī 鏚
93DF chǎn 鏟
93E4 lòu 鏤
93E6 cōng 鏦
93F5 huá 鏵
93FA pō 鏺
93FD xiù 鏽
9403 náo 鐃
9404 huáng 鐄
940B tāng 鐋
940D jué 鐍
9412 láo 鐒
9418 zhōng 鐘
941D jué 鐝
9425 shàn 鐥
942B juān 鐫
9435 tiě 鐵
9438 duó 鐸
943A chēng,dāng 鐺
943B jù 鐻
943E bèi 鐾
9444 zhù 鑄
944C bīn 鑌
9451 jiàn 鑑
9452 jiàn 鑒
9455 zhì 鑕
945B kuàng 鑛
9460 shuò 鑠
9462 lǜ 鑢
9464 bào 鑤
946A lú 鑪
946B xīn 鑫
9470 yào,yuè 鑰
9477 niè 鑷
9479 cuān 鑹
947C luó 鑼
947D zuān,zuàn 鑽
947E luán 鑾
947F záo,zuò 鑿
9482 tǎng 钂
9486 gá 钆
9487 yǐ 钇
9488 zhēn 针
9489 dīng,dìng 钉
948A zhāo 钊
948B pō 钋
948C liǎo,liào 钌
948D tǔ 钍
948E qiān 钎
948F chuàn 钏
9490 shān,shàn 钐
9492 fán 钒
9493 diào 钓
9494 mén 钔
9495 nǚ 钕
9496 yáng 钖
9497 chāi 钗
9498 xíng 钘
9499 gài 钙
949A bù 钚
949B tài 钛
949C jù 钜
949D dùn 钝
949E chāo 钞
949F zhōng 钟
94A0 nà 钠
94A1 bèi 钡
94A2 gāng,gàng 钢
94A3 bǎn 钣
94A4 qián 钤
94A5 yào,yuè 钥
94A6 qīn 钦
94A7 jūn 钧
94A8 wū 钨
94A9 gōu 钩
94AA kàng 钪
94AB fāng 钫
94AC huǒ 钬
94AD tǒu 钭
94AE niǔ 钮
94AF bǎ,pá 钯
94B0 yù 钰
94B1 qián 钱
94B2 zhēng 钲
94B3 qián 钳
94B4 gǔ 钴
94B5 bō 钵
94B7 pǒ 钷
94B9 bó 钹
94BA yuè 钺
94BB zuān,zuàn 钻
94BC mù 钼
94BD tǎn 钽
94BE jiǎ 钾
94BF diàn,tián 钿
94C0 yóu 铀
94C1 tiě 铁
94C2 bó 铂
94C3 líng 铃
94C4 shuò 铄
94C5 qiān,yán 铅
94C6 mǎo 铆
94C8 shì 铈
94CA tā,tuó 铊
94CB bì 铋
94CC ní 铌
94CD pī,pí 铍
94CE duó 铎
94CF xíng 铏
94D0 kào 铐
94D1 lǎo 铑
94D2 ěr 铒
94D3 máng 铓
94D5 yǒu 铕
94D6 chéng 铖
94D7 jiá 铗
94D8 yé 铘
94D9 náo 铙
94DA zhì 铚
94DB chēng,dāng 铛
94DC tóng 铜
94DD lǚ 铝
94DE diào 铞
94DF yīn 铟
94E0 kǎi 铠
94E1 zhá 铡
94E2 zhū 铢
94E3 xǐ,xiǎn 铣
94E4 dìng,tǐng 铤
94E5 diū 铥
94E6 xiān 铦
94E7 huá 铧
94E8 quán 铨
94E9 shā 铩
94EA hā 铪
94EB diào,yáo 铫
94EC gè 铬
94ED míng 铭
94EE zhēng,zhèng 铮
94EF sè 铯
94F0 jiǎo 铰
94F1 yī 铱
94F2 chǎn 铲
94F3 chòng 铳
94F4 tāng 铴
94F5 ǎn 铵
94F6 yín 银
94F7 rú 铷
94F8 zhù 铸
94F9 láo 铹
94FA pū,pù 铺
94FB wú,yǔ 铻
94FC lái 铼
94FD tè 铽
94FE liàn 链
94FF kēng 铿
9500 xiāo 销
9501 suǒ 锁
9502 lǐ 锂
9503 zèng 锃
9504 chú 锄
9505 guō 锅
9506 gào 锆
9507 é 锇
9508 xiù 锈
9509 cuò 锉
950A lüè 锊
950B fēng 锋
950C xīn 锌
950E kāi 锎
950F jiǎn,jiàn 锏
9510 ruì 锐
9511 tī 锑
9512 láng 锒
9513 qǐn 锓
9514 jū,jú 锔
9515 ā 锕
9516 qiāng 锖
9517 zhě 锗
9518 nuò 锘
9519 cuò 错
951A máo 锚
951B bēn 锛
951C qí 锜
951D dé 锝
951E kè 锞
951F kūn 锟
9521 xī 锡
9522 gù 锢
9523 luó 锣
9524 chuí 锤
9525 zhuī 锥
9526 jǐn 锦
9527 zhì 锧
9528 xiān 锨
9529 juǎn 锩
952A huō 锪
952B péi 锫
952C tán,xiān 锬
952D dìng 锭
952E jiàn 键
952F jū,jù 锯
9530 měng 锰
9531 zī 锱
9532 qiè 锲
9533 yīng 锳
9534 kǎi 锴
9535 qiāng 锵
9536 sī 锶
9537 è 锷
9538 chā 锸
9539 qiāo 锹
953B duàn 锻
953C sōu 锼
953D huáng 锽
953E huán 锾
953F āi 锿
9540 dù 镀
9541 měi 镁
9542 lòu 镂
9543 zī 镃
9544 fèi 镄
9545 méi 镅
9546 mò 镆
9547 zhèn 镇
9548 bó 镈
9549 gé 镉
954A niè 镊
954B tǎng 镋
954C juān 镌
954D niè 镍
954E ná 镎
954F liú,liù 镏
9550 gǎo,hào 镐
9551 bàng 镑
9552 yì 镒
9553 jiā 镓
9554 bīn 镔
9556 biāo 镖
9557 tāng,táng 镗
9558 màn 镘
955A bèng 镚
955B yōng 镛
955C jìng 镜
955D dī,dí 镝
955E zú 镞
9560 liú 镠
9561 chán,tán,xín 镡
9563 liào 镣
9564 pú 镤
9565 lǔ 镥
9566 duì,dūn 镦
9567 lán 镧
9568 pǔ 镨
9569 cuān 镩
956A qiāng,qiǎng 镪
956B dèng 镫
956C huò 镬
956D léi 镭
956F zhuó 镯
9570 lián 镰
9571 yì 镱
9572 chǎ 镲
9573 biāo 镳
9574 là 镴
9575 chán 镵
9576 xiāng 镶
9577 cháng,zhǎng 長
957F cháng,zhǎng 长
9580 mén 門
9586 yán 閆
958B kāi 開
9592 jiān,jiàn,xián 閒
959F bì 閟
95A2 guān 関
95A4 gé,hé 閤
95C6 bǎn 闆
95C7 àn 闇
95C8 wéi 闈
95C9 yīn 闉
95D3 kǎi 闓
95DA kuī 闚
95DC guān 關
95DD piáo 闝
95E1 chǎn 闡
95E2 pī,pì 闢
95E5 tà 闥
95E8 mén 门
95E9 shuān 闩
95EA shǎn 闪
95EC hàn 闬
95ED bì 闭
95EE wèn 问
95EF chuǎng 闯
95F0 rùn 闰
95F1 wéi 闱
95F2 xián 闲
95F3 hóng 闳
95F4 jiān,jiàn 间
95F5 mǐn 闵
95F6 kāng,kàng 闶
95F7 mēn,mèn 闷
95F8 zhá 闸
95F9 nào 闹
95FA guī 闺
95FB wén 闻
95FC tà 闼
95FD mǐn 闽
95FE lǘ 闾
95FF kǎi 闿
9600 fá 阀
9601 gé 阁
9602 hé 阂
9603 kǔn 阃
9604 jiū 阄
9605 yuè 阅
9606 láng,làng 阆
9607 dū,shé 阇
9608 yù 阈
9609 yān 阉
960A chāng 阊
960B xì 阋
960C wén 阌
960D hūn 阍
960E yán 阎
960F è,yān 阏
9610 chǎn 阐
9611 lán 阑
9612 qù 阒
9613 huì 阓
9614 kuò 阔
9615 què 阕
9616 hé 阖
9617 tián 阗
9618 dá,tà 阘
9619 quē,què 阙
961A hǎn,kàn 阚
961B huán 阛
961C fù 阜
961F duì 队
9621 qiān 阡
9622 wù 阢
9627 dǒu 阧
9628 è 阨
962A bǎn 阪
962C kēng 阬
962E ruǎn 阮
962F zhǐ 阯
9631 jǐng 阱
9632 fáng 防
9633 yáng 阳
9634 yīn 阴
9635 zhèn 阵
9636 jiē 阶
963B zǔ 阻
963C zuò 阼
963D diàn,yán 阽
963F ā,a,ē 阿
9640 tuó 陀
9641 tuó 陁
9642 bēi,pí,pō 陂
9644 fù 附
9645 jì 际
9646 liù,lù 陆
9647 lǒng 陇
9648 chén 陈
9649 xíng 陉
964B lòu 陋
964C mò 陌
964D jiàng,xiáng 降
9650 xiàn 限
9652 guǐ 陒
9654 gāi 陔
9655 shǎn 陕
9657 qiào 陗
9658 xíng 陘
965B bì 陛
965D shǎn 陝
965E shēng 陞
965F zhì 陟
9661 dǒu 陡
9662 yuàn 院
9664 chú 除
9667 niè 陧
9668 yǔn 陨
9669 xiǎn 险
966A péi 陪
966C zōu 陬
9670 yīn 陰
9672 chuí 陲
9673 chén,zhèn 陳
9674 pí 陴
9675 líng 陵
9676 táo,yáo 陶
9677 xiàn 陷
9678 liù,lù 陸
967D yáng 陽
967F xiá 陿
9682 yīn 隂
9684 dī 隄
9685 yú 隅
9686 lōng,lóng 隆
9688 wēi 隈
9689 niè 隉
968A duì 隊
968B suí 隋
968D huáng 隍
968E jiē 階
968F suí 随
9690 yǐn 隐
9691 gài 隑
9694 gé 隔
9696 wù 隖
9697 kuí,wěi 隗
9698 ài 隘
9699 xì 隙
969B jì 際
969C zhàng 障
969E áo 隞
969F xì 隟
96A3 lín 隣
96A4 tuí 隤
96A6 jiǎo 隦
96A7 suì 隧
96A8 suí 隨
96A9 ào,yù 隩
96AA xiǎn 險
96B0 xí 隰
96B1 yǐn 隱
96B3 huī 隳
96B4 lǒng 隴
96B6 lì 隶
96B7 lì 隷
96B8 lì 隸
96B9 zhuī 隹
96BB zhī 隻
96BC sǔn 隼
96BD juàn,jùn 隽
96BE nán,nàn 难
96C0 qiāo,qiǎo,què 雀
96C1 yàn 雁
96C4 xióng 雄
96C5 yā,yǎ 雅
96C6 jí 集
96C7 gù 雇
96C9 zhì 雉
96CB juàn,jùn 雋
96CC cí 雌
96CD yōng 雍
96CE jū 雎
96CF chú 雏
96D2 luò 雒
96D5 diāo 雕
96D6 suī 雖
96D9 shuāng 雙
96DB chú 雛
96DC zá 雜
96DD yōng 雝
96DE jī 雞
96E0 chóu 雠
96E2 lí 離
96E3 nán,nàn 難
96E8 yǔ,yù 雨
96E9 yú 雩
96EA xuě 雪
96EF wén 雯
96F0 fēn 雰
96F1 pāng 雱
96F2 yún 雲
96F3 lì 雳
96F6 líng 零
96F7 léi 雷
96F9 báo 雹
96FB diàn 電
96FE wù 雾
9700 xū 需
9701 jì 霁
9702 mù 霂
9704 xiāo 霄
9705 zhà 霅
9706 tíng 霆
9707 zhèn 震
9708 pèi 霈
9709 méi 霉
970D huò 霍
970E shà 霎
970F fēi 霏
9711 zhān 霑
9713 ní 霓
9716 lín 霖
9719 yīng 霙
971B líng 霛
971C shuāng 霜
971E xiá 霞
9721 mài 霡
9722 mài 霢
9724 liù 霤
9727 wù 霧
9728 wèi 霨
972A yín 霪
972B xí 霫
972D ǎi 霭
9730 sǎn,xiàn 霰
9732 lòu,lù 露
9736 pāng 霶
9738 bà 霸
9739 pī 霹
973D jì 霽
973E mái 霾
9742 lì 靂
9746 dài 靆
9748 líng 靈
9749 ài 靉
9752 qīng 青
9753 jìng,liàng 靓
9756 jìng 靖
9759 jìng 静
975B diàn 靛
975C jìng 靜
975E fēi 非
9760 kào 靠
9761 mí,mǐ 靡
9762 miàn 面
9763 miàn 靣
9765 yè 靥
9767 huì 靧
9768 yè 靨
9769 gé,jí 革
976A dīng 靪
976C qián 靬
976D rèn 靭
9770 wù 靰
9773 jìn 靳
9774 xuē 靴
9776 bǎ 靶
9777 yǐn 靷
9778 sǎ,tā 靸
977A mò 靺
977C dá 靼
977D bàn 靽
977F yào 靿
9780 táo 鞀
9781 bèi 鞁
9785 yāng,yàng 鞅
9789 táo 鞉
978B xié 鞋
978C ān 鞌
978D ān 鞍
978F gǒng 鞏
9791 dá 鞑
9792 qiáo 鞒
9793 tīng 鞓
9794 mán 鞔
9798 qiào,shāo 鞘
979A kòng 鞚
979B běng 鞛
979D shàng 鞝
979E bǐng 鞞
979F kuò 鞟
97A0 jū 鞠
97A1 la 鞡
97A3 róu 鞣
97A5 ēng 鞥
97A6 qiū 鞦
97A7 qiū 鞧
97A8 hé 鞨
97AB jū 鞫
97AC jiān 鞬
97AD biān 鞭
97AF jiān 鞯
97B2 gōu 鞲
97B4 bèi 鞴
97B5 xié 鞵
97B6 pán 鞶
97B9 kuò 鞹
97BD qiáo 鞽
97BE xuē 鞾
97BF jī 鞿
97C1 jiāng 韁
97C2 chàn 韂
97C3 dá 韃
97C6 qiān 韆
97C9 jiān 韉
97CB wéi 韋
97CC rèn 韌
97CD fú 韍
97D3 hán 韓
97D4 chàng 韔
97D9 wěi 韙
97DB bài 韛
97DC tāo 韜
97DE yùn 韞
97E1 wěi 韡
97E4 wà 韤
97E6 wéi 韦
97E7 rèn 韧
97E8 fú 韨
97E9 hán 韩
97EA wěi 韪
97EB yùn 韫
97EC tāo 韬
97ED jiǔ 韭
97EE jiǔ 韮
97F3 yīn 音
97F5 yùn 韵
97F6 sháo 韶
97FB yùn 韻
97FF xiǎng 響
9801 yè 頁
9814 dí 頔
981E è 頞
9820 wěi 頠
982B fǔ 頫
982D tóu,tou 頭
9830 jiá 頰
9838 gěng,jǐng 頸
9847 cuì 顇
984B sāi 顋
9851 kǎn 顑
9856 xìn 顖
9857 yǐ 顗
9858 yuàn 願
985E lèi 類
9862 mán 顢
9866 qiáo 顦
9867 gù 顧
986F xiǎn 顯
9871 lú 顱
9873 niè 顳
9875 yè 页
9876 dǐng 顶
9877 qǐng 顷
9878 hān 顸
9879 xiàng 项
987A shùn 顺
987B xū 须
987C xū 顼
987D wán 顽
987E gù 顾
987F dú,dùn 顿
9880 qí 颀
9881 bān 颁
9882 sòng 颂
9883 háng 颃
9884 yù 预
9885 lú 颅
9886 lǐng 领
9887 pō 颇
9888 gěng,jǐng 颈
9889 jié,xié 颉
988A jiá 颊
988B tǐng 颋
988C gé,hé 颌
988D yǐng 颍
988E jiǒng 颎
988F kē,ké 颏
9890 yí 颐
9891 pín 频
9893 tuí 颓
9894 hàn 颔
9896 yǐng 颖
9897 kē 颗
9898 tí 题
9899 yóng 颙
989A è 颚
989B zhuān 颛
989C yán 颜
989D é 额
989E niè 颞
989F mān 颟
98A0 diān 颠
98A1 sǎng 颡
98A2 hào 颢
98A3 lèi 颣
98A4 chàn,zhàn 颤
98A5 rú 颥
98A6 pín 颦
98A7 quán 颧
98A8 fēng,fěng 風
98B1 tái 颱
98B3 guā 颳
98BA yáng 颺
98BF fān 颿
98C3 piāo 飃
98C7 biāo 飇
98C8 biāo 飈
98CE fēng 风
98CF yáng 飏
98D0 zhǎn 飐
98D1 biāo 飑
98D2 sà 飒
98D3 jù 飓
98D4 sī 飔
98D5 sōu 飕
98D6 yáo 飖
98D7 liú 飗
98D8 piāo 飘
98D9 biāo 飙
98DB fēi 飛
98DE fēi 飞
98DF shí,sì,yì 食
98E1 cān 飡
98E4 sì 飤
98E6 zhān 飦
98E7 sūn 飧
98E8 xiǎng 飨
98F1 sūn 飱
9901 rèn 餁
9902 tiǎn 餂
9908 cí 餈
990A yǎng 養
990D yàn 餍
9910 cān 餐
9914 bù 餔
9917 sù 餗
9918 yú 餘
991A yáo 餚
991E jiàn 餞
9926 zhāng 餦
9927 wèi 餧
992C hú 餬
992E tiè 餮
9931 hóu 餱
9933 táng,xíng 餳
9935 wèi 餵
9939 táng 餹
993B gāo 餻
993C xì 餼
993D kuì 餽
9946 bì 饆
994D shàn 饍
9950 yì 饐
9951 jī 饑
9952 ráo 饒
9954 yōng 饔
9955 tāo 饕
9957 xiǎng 饗
9958 zhān 饘
995C yàn 饜
995D mó 饝
995E chán 饞
9960 luó 饠
9964 dìng 饤
9965 jī 饥
9966 tuō 饦
9967 táng,xíng 饧
9968 tún 饨
9969 xì 饩
996A rèn 饪
996B yù 饫
996C chì 饬
996D fàn 饭
996E yǐn,yìn 饮
996F jiàn 饯
9970 shì 饰
9971 bǎo 饱
9972 sì 饲
9973 duò 饳
9974 yí 饴
9975 ěr 饵
9976 ráo 饶
9977 xiǎng 饷
9978 hé 饸
9979 le 饹
997A jiǎo 饺
997B xī 饻
997C bǐng 饼
997D bō 饽
997E dòu 饾
997F è 饿
9980 yú 馀
9981 něi 馁
9982 jùn 馂
9983 guǒ 馃
9984 hún 馄
9985 xiàn 馅
9986 guǎn 馆
9987 chā 馇
9988 kuì 馈
9989 gǔ 馉
998A sōu 馊
998B chán 馋
998C yè 馌
998D mó 馍
998E bó 馎
998F liú,liù 馏
9990 xiū 馐
9991 jǐn 馑
9992 mán 馒
9993 sǎn 馓
9994 zhuàn 馔
9995 náng,nǎng 馕
9996 shǒu 首
9997 kuí 馗
9998 guó 馘
9999 xiāng 香
99A5 fù 馥
99A8 xīn 馨
99AC mǎ 馬
99C3 jué 駃
99C9 jiōng 駉
99DC bì 駜
99DE tuó 駞
99EA shēn 駪
99EE bó 駮
9A03 ái 騃
9A04 lù 騄
9A0C zōng 騌
9A10 yàn 騐
9A11 fēi 騑
9A17 piàn 騗
9A1E huō 騞
9A20 tí 騠
9A23 zōng 騣
9A27 guā 騧
9A32 cǎo 騲
9A36 zōu 騶
9A3B shuāng 騻
9A42 cān 驂
9A45 qū 驅
9A4A huá 驊
9A4C sù 驌
9A4D xiāo 驍
9A50 dūn 驐
9A55 jiāo 驕
9A57 yàn 驗
9A58 luó 驘
9A5A jīng 驚
9A5B yì 驛
9A62 lǘ 驢
9A69 huān 驩
9A6A lí 驪
9A6C mǎ 马
9A6D yù 驭
9A6E duò,tuó 驮
9A6F xún 驯
9A70 chí 驰
9A71 qū 驱
9A72 rì 驲
9A73 bó 驳
9A74 lǘ 驴
9A75 zǎng 驵
9A76 shǐ 驶
9A77 sì 驷
9A78 fù 驸
9A79 jū 驹
9A7A zōu 驺
9A7B zhù 驻
9A7C tuó 驼
9A7D nú 驽
9A7E jià 驾
9A7F yì 驿
9A80 dài,tái 骀
9A81 xiāo 骁
9A82 mà 骂
9A83 yīn 骃
9A84 jiāo 骄
9A85 huá 骅
9A86 luò 骆
9A87 hài 骇
9A88 pián 骈
9A8A lí 骊
9A8B chěng 骋
9A8C yàn 验
9A8D xīng 骍
9A8E qīn 骎
9A8F jùn 骏
9A90 qí 骐
9A91 qí 骑
9A92 kè 骒
9A93 zhuī 骓
9A95 sù 骕
9A96 cān 骖
9A97 piàn 骗
9A98 zhì 骘
9A99 kuí 骙
9A9A sāo 骚
9A9B wù 骛
9A9C ào 骜
9A9D liú 骝
9A9E qiān 骞
9A9F shàn 骟
9AA0 biāo,piào 骠
9AA1 luó 骡
9AA2 cōng 骢
9AA3 chǎn 骣
9AA4 zhòu 骤
9AA5 jì 骥
9AA6 shuāng 骦
9AA7 xiāng 骧
9AA8 gū,gú,gǔ 骨
9AAB wěi 骫
9AAD gàn 骭
9AAF āng 骯
9AB0 tóu 骰
9AB1 jiè 骱
9AB6 dǐ 骶
9AB7 kū 骷
9AB8 hái 骸
9ABA hóu 骺
9ABC gé 骼
9ABE gěng 骾
9AC0 bì 髀
9AC1 kē 髁
9AC2 qià 髂
9AC3 yú 髃
9AC5 lóu 髅
9AC6 bó 髆
9AC8 bǎng,pǎng 髈
9ACB kuān 髋
9ACC bìn 髌
9ACE liáo 髎
9ACF lóu 髏
9AD1 dú 髑
9AD2 zāng 髒
9AD3 suǐ 髓
9AD4 tī,tǐ 體
9AD5 bìn 髕
9AD6 kuān 髖
9AD8 gāo 高
9AE0 kūn 髠
9AE1 kūn 髡
9AE2 dí 髢
9AE3 fǎng 髣
9AE4 xiū 髤
9AE5 rán 髥
9AE6 máo 髦
9AE7 dàn 髧
9AE9 bìn 髩
9AEB tiáo 髫
9AED zī 髭
9AEE fà,fǎ 髮
9AEF rán 髯
9AF2 bì 髲
9AF3 máo 髳
9AF4 fú 髴
9AF9 xiū 髹
9AFB jì 髻
9AFD zhuā 髽
9B01 lì 鬁
9B03 zōng 鬃
9B05 péng 鬅
9B06 sōng 鬆
9B07 zhēng 鬇
9B08 quán 鬈
9B0B jiǎn 鬋
9B0C tuǒ 鬌
9B0D hú 鬍
9B0E là 鬎
9B0F jiū 鬏
9B10 qí 鬐
9B11 lián 鬑
9B12 zhěn 鬒
9B13 bìn 鬓
9B18 mán 鬘
9B1A xū 鬚
9B1F huán 鬟
9B21 níng 鬡
9B22 bìn 鬢
9B23 liè 鬣
9B25 dòu 鬥
9B26 dòu 鬦
9B27 nào 鬧
9B28 hòng 鬨
9B29 xì 鬩
9B2C dòu 鬬
9B2D dòu 鬭
9B2E jiū 鬮
9B2F chàng 鬯
9B31 yù 鬱
9B32 gé,lì 鬲
9B34 fǔ 鬴
9B36 guī 鬶
9B3B yù 鬻
9B3C guǐ 鬼
9B41 kuí 魁
9B42 hún 魂
9B43 bá 魃
9B44 bó,pò,tuò 魄
9B45 mèi 魅
9B46 xū 魆
9B47 yǎn 魇
9B48 xiāo 魈
9B49 liǎng 魉
9B4A yù 魊
9B4C qī 魌
9B4D wǎng 魍
9B4E liǎng 魎
9B4F wèi 魏
9B51 chī 魑
9B54 mó 魔
9B58 yǎn 魘
9B5A yú 魚
9B5F hóng 魟
9B84 fú 鮄
9B86 cǐ 鮆
9B88 jū 鮈
9B8C gǔn 鮌
9BA0 wéi 鮠
9BA1 zhào 鮡
9BA8 yì 鮨
9BB7 tí 鮷
9BC8 tiáo 鯈
9BD7 xiǎng 鯗
9BF0 nián 鯰
