博库  bo2 ku4   
辞富居贫  ci2 fu4 ju1 pin2   
辞诰  ci2 gao4   
辞格  ci2 ge2   
辞给  ci2 gei3   
辞观  ci2 guan1   
辞馆  ci2 guan3   
辞归  ci2 gui1   
辞翰  ci2 han4   
辞华  ci2 hua2   
辞活  ci2 huo2   
辞祸  ci2 huo4   
辞迹  ci2 ji4   
辞疾  ci2 ji2   
辞家  ci2 jia1   
辞简理博  ci2 jian3 li3 bo2   
辞简义赅  ci2 jian3 yi4 gai1   
辞简意赅  ci2 jian3 yi4 gai1   
辞简意足  ci2 jian3 yi4 zu2   
辞见班  ci2 jian4 ban1   
辞解  ci2 jie3   
辞金蹈海  ci2 jin1 dao3 hai3   
辞句  ci2 ju4   
辞拒  ci2 ju4   
辞决  ci2 jue2   
辞诀  ci2 jue2   
辞絶  ci2 jue2   
辞爵  ci2 jue2   
辞客  ci2 ke4   
辞劳  ci2 lao2   
辞老  ci2 lao3   
辞理  ci2 li3   
辞醴  ci2 li3   
辞力  ci2 li4   
辞林  ci2 lin2   
辞领  ci2 ling3   
辞隆从窳  ci2 long2 cong2 yu3   
辞禄  ci2 lu4   
辞论  ci2 lun4   
辞满  ci2 man3   
辞貌  ci2 mao4   
辞免  ci2 mian3   
辞面  ci2 mian4   
辞庙  ci2 miao4   
辞命  ci2 ming4   
辞辇  ci2 nian3   
辞气  ci2 qi4   
辞愆  ci2 qian1   
辞巧理拙  ci2 qiao3 li3 zhuo1   
辞青  ci2 qing1   
辞情  ci2 qing2   
辞穷  ci2 qiong2   
辞穷理极  ci2 qiong2 li3 ji2   
辞穷理尽  ci2 qiong2 li3 jin4   
辞穷理屈  ci2 qiong2 li3 qu1   
辞屈  ci2 qu1   
辞趣  ci2 qu4   
辞趣翩翩  ci2 qu4 pian1 pian1   
辞阙  ci2 que4   
辞人  ci2 ren2   
辞荣  ci2 rong2   
辞手  ci2 shou3   
辞受  ci2 shou4   
辞说  ci2 shuo1   
辞诉  ci2 su4   
辞訴  ci2 su4   
辞堂  ci2 tang2   
辞条  ci2 tiao2   
辞听  ci2 ting1   
辞头  ci2 tou2   
辞吐  ci2 tu3   
辞推  ci2 tui1   
辞托  ci2 tuo1   
辞微旨远  ci2 wei1 zhi3 yuan3   
辞违  ci2 wei2   
辞位  ci2 wei4   
辞味  ci2 wei4   
辞无所假  ci2 wu2 suo3 jia3   
辞歇  ci2 xie1   
辞卸  ci2 xie4   
辞学  ci2 xue2   
辞训  ci2 xun4   
辞逊  ci2 xun4   
辞严气正  ci2 yan2 qi4 zheng4   
辞严义正  ci2 yan2 yi4 zheng4   
辞严谊正  ci2 yan2 yi4 zheng4   
辞严意正  ci2 yan2 yi4 zheng4   
辞言  ci2 yan2   
辞要  ci2 yao4   
辞谒  ci2 ye4   
辞义  ci2 yi4   
辞役钱  ci2 yi4 qian2   
辞邑  ci2 yi4   
辞意  ci2 yi4   
辞有枝叶  ci2 you3 zhi1 ye4   
辞语  ci2 yu3   
辞喻横生  ci2 yu4 heng2 sheng1   
辞证  ci2 zheng4   
辞旨  ci2 zhi3   
辞旨甚切  ci2 zhi3 shen4 qie1   
辞恉  ci2 zhi3   
辞指  ci2 zhi3   
辞秩  ci2 zhi4   
辞致  ci2 zhi4   
辞致雅赡  ci2 zhi4 ya3 shan4   
辞状  ci2 zhuang4   
辞宗  ci2 zong1   
辞阻  ci2 zu3   
辞尊居卑  ci2 zun1 ju1 bei1   
磁北  ci2 bei3   
磁锋  ci2 feng1   
磁感线  ci2 gan3 xian4   
磁骨  ci2 gu3   
磁画  ci2 hua4   
磁介质  ci2 jie4 zhi4   
磁流体发电  ci2 liu2 ti3 fa1 dian4   
磁路  ci2 lu4   
磁罗经  ci2 luo2 jing1   
磁盘驱动器  ci2 pan2 qu1 dong4 qi4   
磁瓶  ci2 ping2   
磁器  ci2 qi4   
磁实  ci2 shi2   
磁瓦  ci2 wa3   
磁性饱和  ci2 xing4 bao3 he2   
磁悬浮车辆  ci2 xuan2 fu2 che1 liang4   
磁悬浮列车  ci2 xuan2 fu2 lie4 che1   
磁罂  ci2 ying1   
磁枕  ci2 zhen3   
磁致伸缩  ci2 zhi4 shen1 suo1   
磁滞  ci2 zhi4   
雌雌  ci2 ci2   
雌搭  ci2 da1   
雌答  ci2 da2   
雌儿  ci2 er2   
雌风  ci2 feng1   
雌虹  ci2 hong2   
雌黄黑白  ci2 huang2 hei1 bai2   
雌甲  ci2 jia3   
雌剑  ci2 jian4   
雌节  ci2 jie2   
雌老虎  ci2 lao3 hu3   
雌雷  ci2 lei2   
雌劣  ci2 lie4   
雌没答样  ci2 mei2 da2 yang4   
雌蜺  ci2 ni2   
雌霓  ci2 ni2   
雌霓之诵  ci2 ni2 zhi1 song4   
雌懦  ci2 nuo4   
雌呿雄吟  ci2 qu4 xiong2 yin2   
雌弱  ci2 ruo4   
雌声  ci2 sheng1   
雌视  ci2 shi4   
雌守  ci2 shou3   
雌堂  ci2 tang2   
雌威  ci2 wei1   
雌弦  ci2 xian2   
雌心  ci2 xin1   
雌雄剑  ci2 xiong2 jian4   
雌雄树  ci2 xiong2 shu4   
雌雄未决  ci2 xiong2 wei4 jue2   
雌逊  ci2 xun4   
雌牙扮齿  ci2 ya2 ban5 chi3   
雌牙裂嘴  ci2 ya2 lie4 zui3   
雌牙露嘴  ci2 ya2 lu4 zui3   
雌牙扭嘴  ci2 ya2 niu3 zui3   
雌哑  ci2 ya3   
雌雉啼  ci2 zhi4 ti2   
雌竹  ci2 zhu2   
雌字  ci2 zi4   
雌嘴  ci2 zui3   
糍糕  ci2 gao1   
糍团  ci2 tuan2   
鴜鹭  ci2 lu4   
此辈  ci3 bei4   
此唱彼和  ci3 chang4 bi3 he2   
此处不留人  ci3 chu4 bu4 liu2 ren2   
会有留人处  hui4 you3 liu2 ren2 chu4   
自有留人处  zi4 you3 liu2 ren2 chu4   
此等  ci3 deng3   
此地无银三十两  ci3 di4 wu2 yin2 san1 shi2 liang3   
此动彼应  ci3 dong4 bi3 ying4   
此段  ci3 duan4   
此而可忍  ci3 er2 ke3 ren3   
孰不可忍  shu2 bu4 ke3 ren3   
孰不可容  shu2 bu4 ke3 rong2   
此发彼应  ci3 fa1 bi3 ying4   
此番  ci3 fan1   
此风不可长  ci3 feng1 bu4 ke3 zhang3   
此个  ci3 ge4   
此恨绵绵  ci3 hen4 mian2 mian2   
此家  ci3 jia1   
此疆彼界  ci3 jiang1 bi3 jie4   
此疆尔界  ci3 jiang1 er3 jie4   
此界彼疆  ci3 jie4 bi3 jiang1   
此君  ci3 jun1   
此若  ci3 ruo4   
此时无声胜有声  ci3 shi2 wu2 sheng1 sheng4 you3 sheng1   
此事体大  ci3 shi4 ti3 da4   
此他  ci3 ta1   
此问彼难  ci3 wen4 bi3 nan2   
此心耿耿  ci3 xin1 geng3 geng3   
此一时彼一时  ci3 yi4 shi2 bi3 yi4 shi2   
此以  ci3 yi3   
此者  ci3 zhe3   
此豸  ci3 zhi4   
此中多有  ci3 zhong1 duo1 you3   
此中三昧  ci3 zhong1 san1 mei4   
此属  ci3 shu3   
佌佌  ci3 ci3   
佌猥  ci3 wei3   
次摆线  ci4 bai3 xian4   
次布  ci4 bu4   
次躔  ci4 chan2   
次长祖  ci4 zhang3 zu3   
次车  ci4 che1   
次乘  ci4 cheng2   
次传  ci4 chuan2   
次春  ci4 chun1   
次次  ci4 ci4   
次丁  ci4 ding1   
次对  ci4 dui4   
次对官  ci4 dui4 guan1   
次非  ci4 fei1   
次浮  ci4 fu2   
次辅  ci4 fu3   
次公  ci4 gong1   
次骨  ci4 gu3   
次官  ci4 guan1   
次后  ci4 hou4   
次及  ci4 ji2   
次家  ci4 jia1   
次将  ci4 jiang1   
次介  ci4 jie4   
次雎  ci4 ju1   
次卷  ci4 juan3   
次列  ci4 lie4   
次鳞  ci4 lin2   
次辂  ci4 lu4   
次路  ci4 lu4   
次男  ci4 nan2   
次妻  ci4 qi1   
次前  ci4 qian2   
次且  ci4 qie3   
次卿  ci4 qing1   
次蟗  ci4 qiu1   
次赏  ci4 shang3   
次舍  ci4 she3   
次生环境  ci4 sheng1 huan2 jing4   
次生环境问题  ci4 sheng1 huan2 jing4 wen4 ti2   
次声  ci4 sheng1   
次声武器  ci4 sheng1 wu3 qi4   
次圣  ci4 sheng4   
次世  ci4 shi4   
次事  ci4 shi4   
次室  ci4 shi4   
次述  ci4 shu4   
次祀  ci4 si4   
次所  ci4 suo3   
次题  ci4 ti2   
次息  ci4 xi1   
次席  ci4 xi2   
次相  ci4 xiang1   
次行  ci4 hang2   
次叙  ci4 xu4   
次绪  ci4 xu4   
次宴  ci4 yan4   
次要矛盾  ci4 yao4 mao2 dun4   
次印  ci4 yin4   
次止  ci4 zhi3   
次主  ci4 zhu3   
次篆  ci4 zhuan4   
次资  ci4 zi1   
次祖  ci4 zu3   
佽飞  ci4 fei1   
佽非  ci4 fei1   
佽恤  ci4 xu4   
佽助  ci4 zhu4   
刺背  ci4 bei4   
刺臂  ci4 bi4   
刺彪  ci4 biao1   
刺兵  ci4 bing1   
刺拨  ci4 bo1   
刺草  ci4 cao3   
刺察  ci4 cha2   
刺柴  ci4 chai2   
刺齿  ci4 chi3   
刺充  ci4 chong1   
刺触  ci4 chu4   
刺舩  ci4 fan2   
刺船  ci4 chuan2   
刺刺  ci4 ci4   
刺刺挠挠  ci4 ci4 nao2 nao2   
刺促  ci4 cu4   
刺促不休  ci4 cu4 bu4 xiu1   
刺蹙  ci4 cu4   
刺答  ci4 da2   
刺打  ci4 da3   
刺旦  ci4 dan4   
刺钉  ci4 ding4   
刺肚  ci4 du4   
刺断  ci4 duan4   
刺剟  ci4 duo1   
刺儿头  ci4 er5 tou2   
刺访  ci4 fang3   
刺蜚  ci4 fei3   
刺蜚绣  ci4 fei3 xiu4   
刺凤描鸾  ci4 feng4 miao2 luan2   
刺干  ci4 gan4   
刺股  ci4 gu3   
刺股读书  ci4 gu3 du2 shu1   
刺股悬梁  ci4 gu3 xuan2 liang2   
刺股悬头  ci4 gu3 xuan2 tou2   
刺骨贫  ci4 gu3 pin2   
刺骨悬梁  ci4 gu3 xuan2 liang2   
刺骨语  ci4 gu3 yu3   
刺规  ci4 gui1   
刺闺  ci4 gui1   
刺候  ci4 hou4   
刺呼  ci4 hu1   
刺虎  ci4 hu3   
刺虎持鹬  ci4 hu3 chi2 yu4   
刺唬疖  ci4 hu3 jie1   
刺环  ci4 huan2   
刺讥  ci4 ji1   
刺击  ci4 ji1   
刺笄  ci4 ji1   
刺几  ci4 ji3   
刺戟  ci4 ji3   
刺蓟  ci4 ji4   
刺奸  ci4 jian1   
刺剑  ci4 jian4   
刺戒  ci4 jie4   
刺径  ci4 jing4   
刺灸  ci4 jiu3   
刺举  ci4 ju3   
刺举无避  ci4 ju3 wu2 bi4   
刺孔  ci4 kong3   
刺口  ci4 kou3   
刺詈  ci4 li4   
刺临  ci4 lin2   
刺芒  ci4 mang2   
刺蝥  ci4 wu2   
刺莓  ci4 mei2   
刺美  ci4 mei3   
刺蜜  ci4 mi4   
刺面  ci4 mian4   
刺挠  ci4 nao2   
刺恼  ci4 nao3   
刺闹  ci4 nao4   
刺涅  ci4 nie4   
刺喷  ci4 pen1   
刺篷  ci4 peng2   
刺破  ci4 po4   
刺启  ci4 qi3   
刺芡  ci4 qian4   
刺枪弄棒  ci4 qiang1 nong4 bang4   
刺枪使棒  ci4 qiang1 shi3 bang4   
刺切  ci4 qie1   
刺请  ci4 qing3   
刺楸  ci4 qiu1   
刺取  ci4 qu3   
刺人  ci4 ren2   
刺爇  ci4 ruo4   
刺杀旦  ci4 sha1 dan4   
刺山  ci4 shan1   
刺上化下  ci4 shang4 hua4 xia4   
刺舌  ci4 she2   
刺审  ci4 shen3   
刺诗  ci4 shi1   
刺史州  ci4 shi3 zhou1   
刺世  ci4 shi4   
刺世疾邪赋  ci4 shi4 ji2 xie2 fu4   
刺事  ci4 shi4   
刺螫  ci4 shi4   
刺手  ci4 shou3   
刺宋案  ci4 song4 an4   
刺慝  ci4 te4   
刺天  ci4 tian1   
刺填  ci4 tian2   
刺桐  ci4 tong2   
刺痛  ci4 tong4   
刺头  ci4 tou2   
刺头泥里陷  ci4 tou2 ni2 li3 xian4   
刺透  ci4 tou4   
刺网  ci4 wang3   
刺文  ci4 wen2   
刺文裤  ci4 wen2 ku4   
刺问  ci4 wen4   
刺邪  ci4 xie2   
刺邪里  ci4 xie2 li3   
刺斜里  ci4 xie2 li3   
刺心  ci4 xin1   
刺心刻骨  ci4 xin1 ke4 gu3   
刺心裂肝  ci4 xin1 lie4 gan1   
刺心切骨  ci4 xin1 qie4 gu3   
刺血  ci4 xue4   
刺谳  ci4 yan4   
刺谒  ci4 ye4   
刺宥  ci4 you4   
刺语  ci4 yu3   
刺棹  ci4 zhao4   
刺纸  ci4 zhi3   
刺舟  ci4 zhou1   
刺竹  ci4 zhu2   
刺竹笋  ci4 zhu2 sun3   
刺斫  ci4 zhuo2   
絘布  ci4 bu4   
蛓毛虫  ci4 mao2 chong2   
蛓毛鹰  ci4 mao2 ying1   
赐罢  ci4 ba4   
赐颁  ci4 ban1   
赐板  ci4 ban3   
赐笔  ci4 bi3   
赐冰  ci4 bing1   
赐帛  ci4 bo2   
赐册  ci4 ce4   
赐策  ci4 ce4   
赐尺  ci4 chi3   
赐敕  ci4 chi4   
赐床调羹  ci4 chuang2 tiao2 geng1   
赐垂  ci4 chui2   
赐第  ci4 di4   
赐奠  ci4 dian4   
赐对  ci4 dui4   
赐墩  ci4 dun1   
赐额  ci4 e2   
赐绯  ci4 fei1   
赐封  ci4 feng1   
赐鈇钺  ci4 fu3 yue4   
赐福  ci4 fu2   
赐斧钺  ci4 fu3 yue4   
赐复  ci4 fu4   
赐告  ci4 gao4   
赐诰  ci4 gao4   
赐给  ci4 gei3   
赐贡  ci4 gong4   
赐顾  ci4 gu4   
赐官  ci4 guan1   
赐灌  ci4 guan4   
赐光  ci4 guang1   
赐国  ci4 guo2   
赐骸骨  ci4 hai2 gu3   
赐号  ci4 hao4   
赐环  ci4 huan2   
赐缓  ci4 huan3   
赐惠  ci4 hui4   
赐火  ci4 huo3   
赐几  ci4 ji3   
赐戟  ci4 ji3   
赐祭  ci4 ji4   
赐假  ci4 jia3   
赐见  ci4 jian4   
赐饯  ci4 jian4   
赐剑  ci4 jian4   
赐蠲  ci4 juan1   
赐玦  ci4 jue2   
赐爵  ci4 jue2   
赐贶  ci4 kuang4   
赐赉  ci4 lai4   
赐劳  ci4 lao2   
赐乐  ci4 le4   
赐怜  ci4 lian2   
赐临  ci4 lin2   
赐龙  ci4 long2   
赐履  ci4 lv3   
赐蟒  ci4 mang3   
赐茅授土  ci4 mao2 shou4 tu3   
赐名  ci4 ming2   
赐命  ci4 ming4   
赐沐  ci4 mu4   
赐墓  ci4 mu4   
赐酺  ci4 pu2   
赐乞  ci4 qi3   
赐遣  ci4 qian3   
赐墙及肩  ci4 qiang2 ji2 jian1   
赐巧  ci4 qiao3   
赐庆  ci4 qing4   
赐赏  ci4 shang3   
赐舍  ci4 she3   
赐生  ci4 sheng1   
赐食  ci4 shi2   
赐氏  ci4 shi4   
赐示  ci4 shi4   
赐谥  ci4 shi4   
赐寿  ci4 shou4   
赐书  ci4 shu1   
赐死  ci4 si3   
赐田  ci4 tian2   
赐听  ci4 ting1   
赐慰  ci4 wei4   
赐问  ci4 wen4   
赐无畏  ci4 wu2 wei4   
赐席  ci4 xi2   
赐献  ci4 xian4   
赐香  ci4 xiang1   
赐腥  ci4 xing1   
赐姓  ci4 xing4   
赐休  ci4 xiu1   
赐许  ci4 xu3   
赐恤  ci4 xu4   
赐勋  ci4 xun1   
赐宴  ci4 yan4   
赐燕  ci4 yan4   
赐遗  ci4 yi2   
赐疑  ci4 yi2   
赐邑  ci4 yi4   
赐荫  ci4 yin1   
赐隐  ci4 yin3   
赐茔  ci4 ying2   
赐饔  ci4 yong1   
赐用  ci4 yong4   
赐鱼  ci4 yu2   
赐与  ci4 yu3   
赐圜  ci4 huan2   
赐则  ci4 ze2   
赐札  ci4 zha2   
赐沾  ci4 zhan1   
赐杖  ci4 zhang4   
赐鸩  ci4 zhen4   
赐赈  ci4 zhen4   
赐鴆  ci4 zhen4   
赐直  ci4 zhi2   
赐祝  ci4 zhu4   
赐篆  ci4 zhuan4   
赐馔  ci4 zhuan4   
赐紫  ci4 zi3   
赐紫樱桃  ci4 zi3 ying1 tao2   
赐租  ci4 zu1   
赐族  ci4 zu2   
赐胙  ci4 zuo4   
螆蛦  ci4 yi2   
从鞍  cong2 an1   
从班  cong2 ban1   
从班列  cong2 ban1 lie4   
从婢  cong2 bi4   
从跸  cong2 bi4   
从壁上观  cong2 bi4 shang4 guan1   
从便  cong2 bian4   
从表弟  cong2 biao3 di4   
从表侄  cong2 biao3 zhi2   
从兵  cong2 bing1   
从伯  cong2 bo2   
从长  cong2 chang2   
从长计较  cong2 chang2 ji4 jiao4   
从长商议  cong2 chang2 shang1 yi4   
从车  cong2 che1   
从臣  cong2 chen2   
从初  cong2 chu1   
从祠  cong2 ci2   
从此往后  cong2 ci3 wang3 hou4   
从从  cong2 cong2   
从打  cong2 da3   
从道  cong2 dao4   
从敌  cong2 di2   
从弟  cong2 di4   
从动  cong2 dong4   
从恶如崩  cong2 e4 ru2 beng1   
从恶若崩  cong2 e4 ruo4 beng1   
从恶是崩  cong2 e4 shi4 beng1   
从儿  cong2 er2   
从放  cong2 fang4   
从风  cong2 feng1   
从风而服  cong2 feng1 er2 fu2   
从风而靡  cong2 feng1 er2 mi2   
从服  cong2 fu2   
从父  cong2 fu4   
从父兄  cong2 fu4 xiong1   
从父姊妹  cong2 fu4 zi3 mei4   
从赋  cong2 fu4   
从革  cong2 ge2   
从公  cong2 gong1   
从公歌  cong2 gong1 ge1   
从姑  cong2 gu1   
从官  cong2 guan1   
从广  cong2 guang3   
从规矩定方圆  cong2 gui1 ju5 ding4 fang1 yuan2   
从何说起  cong2 he2 shuo1 qi3   
从横  cong2 heng2   
从横家  cong2 heng2 jia1   
从衡  cong2 heng2   
从化  cong2 hua4   
从化温泉  cong2 hua4 wen1 quan2   
从宦  cong2 huan4   
从迹  cong2 ji4   
从姬  cong2 ji1   
从吉  cong2 ji2   
从驾  cong2 jia4   
从嫁  cong2 jia4   
从谏  cong2 jian4   
从酒  cong2 jiu3   
从就  cong2 jiu4   
从舅  cong2 jiu4   
从居  cong2 ju1   
从狙  cong2 ju1   
从军行  cong2 jun1 xing2   
从考舅  cong2 kao3 jiu4   
从宽发落  cong2 kuan1 fa1 luo4   
从魁  cong2 kui2   
从徕  cong2 lai2   
从理入口  cong2 li3 ru4 kou3   
从立  cong2 li4   
从吏  cong2 li4   
从镰仓带回的照片  cong2 lian2 cang1 dai4 hui2 de5 zhao4 pian4   
从列  cong2 lie4   
从令如流  cong2 ling4 ru2 liu2   
从流  cong2 liu2   
从流忘反  cong2 liu2 wang4 fan3   
从龙  cong2 long2   
从乱  cong2 luan4   
从马  cong2 ma3   
从马直  cong2 ma3 zhi2   
从妹  cong2 mei4   
从母  cong2 mu3   
从母昆弟  cong2 mu3 kun1 di4   
从母晜弟  cong2 mu3 kun1 di4   
从目  cong2 mu4   
从纳  cong2 na4   
从逆  cong2 ni4   
从辇  cong2 nian3   
从牛  cong2 niu2   
从奴  cong2 nu2   
从女  cong2 nv3   
从品  cong2 pin3   
从骑  cong2 qi2   
从亲  cong2 qin1   
从禽  cong2 qin2   
从轻处罚  cong2 qing1 chu3 fa2   
从轻发落  cong2 qing1 fa1 luo4   
从然  cong2 ran2   
从人  cong2 ren2   
从容无为  cong2 rong2 wu2 wei2   
从容应对  cong2 rong2 ying4 dui4   
从容有常  cong2 rong2 you3 chang2   
从容自如  cong2 rong2 zi4 ru2   
从容自若  cong2 rong2 zi4 ruo4   
从丧  cong2 sang4   
从嫂  cong2 sao3   
从善  cong2 shan4   
从善如登  cong2 shan4 ru2 deng1   
从善若流  cong2 shan4 ruo4 liu2   
从赏  cong2 shang3   
从生  cong2 sheng1   
从声  cong2 sheng1   
从甥  cong2 sheng1   
从绳  cong2 sheng2   
从省服  cong2 sheng3 fu2   
从时  cong2 shi2   
从食  cong2 shi2   
从史  cong2 shi3   
从使  cong2 shi3   
从世  cong2 shi4   
从仕  cong2 shi4   
从事衫  cong2 shi4 shan1   
从试  cong2 shi4   
从是  cong2 shi4   
从适  cong2 shi4   
从叔  cong2 shu1   
从顺  cong2 shun4   
从私  cong2 si1   
从死  cong2 si3   
从祀  cong2 si4   
从肆  cong2 si4   
从颂  cong2 song4   
从俗浮沉  cong2 su2 fu2 chen2   
从俗就简  cong2 su2 jiu4 jian3   
从随  cong2 sui2   
从孙  cong2 sun1   
从孙甥  cong2 sun1 sheng1   
从堂  cong2 tang2   
从天  cong2 tian1   
从天而下  cong2 tian1 er2 xia4   
从听  cong2 ting1   
从同  cong2 tong5   
从头彻尾  cong2 tou2 che4 wei3   
从头做起  cong2 tou2 zuo4 qi3   
从徒  cong2 tu2   
从槖  cong2 tuo2   
从橐  cong2 tuo2   
从违  cong2 wei2   
从卫  cong2 wei4   
从翁  cong2 weng1   
从吾所好  cong2 wu2 suo3 hao4   
从物  cong2 wu4   
从闲  cong2 xian2   
从献  cong2 xian4   
从享  cong2 xiang3   
从飨  cong2 xiang3   
从斜  cong2 xie2   
从心  cong2 xin1   
从心之年  cong2 xin1 zhi1 nian2   
从信  cong2 xin4   
从星  cong2 xing1   
从行  cong2 hang2   
从性  cong2 xing4   
从兄  cong2 xiong1   
从兄弟门中  cong2 xiong1 di4 men2 zhong1   
从许  cong2 xu3   
从学  cong2 xue2   
从殉  cong2 xun4   
从要  cong2 yao4   
从一  cong2 yi1   
从一以终  cong2 yi1 yi3 zhong1   
从宜  cong2 yi2   
从彝  cong2 yi2   
从义  cong2 yi4   
从义郎  cong2 yi4 lang2   
从役  cong2 yi4   
从逸  cong2 yi4   
从意  cong2 yi4   
从恿  cong2 yong3   
从游  cong2 you5   
从臾  cong2 yu2   
从谀  cong2 yu2   
从欲  cong2 yu4   
从约  cong2 yue1   
从约长  cong2 yue1 zhang3   
从允  cong2 yun3   
从葬  cong2 zang4   
从者  cong2 zhe3   
从者如云  cong2 zhe3 ru2 yun2   
从正  cong2 zheng4   
从之  cong2 zhi1   
从侄  cong2 zhi2   
从直  cong2 zhi2   
从中斡旋  cong2 zhong1 wo4 xuan2   
从中渔利  cong2 zhong1 yu2 li4   
从中作梗  cong2 zhong1 zuo4 geng3   
从重处罚  cong2 zhong4 chu3 fa2   
从兹  cong2 zi1   
从子  cong2 zi3   
从姊  cong2 zi3   
从姊妹  cong2 zi3 mei4   
从自  cong2 zi4   
从恣  cong2 zi4   
从卒  cong2 zu2   
从祖父  cong2 zu3 fu4   
从祖姑  cong2 zu3 gu1   
从祖昆弟  cong2 zu3 kun1 di4   
从祖母  cong2 zu3 mu3   
从祖叔母  cong2 zu3 shu1 mu3   
从祖祖父  cong2 zu3 zu3 fu4   
从祖祖父母  cong2 zu3 zu3 fu4 mu3   
从祖祖母  cong2 zu3 zu3 mu3   
从佐  cong2 zuo3   
从坐  cong2 zuo4   
匆猝  cong1 cu4   
匆剧  cong1 ju4   
匆冗  cong1 rong3   
匆卒  cong1 zu2   
忩忩  cong1 cong1   
忩遽  cong1 ju4   
忩忙  cong1 mang2   
枞枞  cong1 cong1   
枞金伐鼓  cong1 jin1 fa2 gu3   
枞阳会议  cong1 yang2 hui4 yi4   
葱粲  cong1 can4   
葱楚  cong1 chu3   
葱葱郁郁  cong1 cong1 yu4 yu4   
葱翠欲滴  cong1 cui4 yu4 di1   
葱海  cong1 hai3   
葱黄  cong1 huang2   
葱菁  cong1 jing1   
葱灵  cong1 ling2   
葱昽  cong1 long2   
葱笼  cong1 long2   
葱聋  cong1 long2   
葱嶐  cong1 long2   
葱緑  cong1 lv4   
葱茂  cong1 mao4   
葱曚  cong1 meng2   
葱蒙  cong1 meng2   
葱芊  cong1 qian1   
葱倩  cong1 qian4   
葱蒨  cong1 qian4   
葱青  cong1 qing1   
葱蒜类蔬菜  cong1 suan4 lei4 shu1 cai4   
葱蔚  cong1 wei4   
葱蔚洇润  cong1 wei4 yin1 run4   
聡聡  cong1 cong1   
骢马  cong1 ma3   
骢马客  cong1 ma3 ke4   
骢马郞  cong1 ma3 lang2   
骢马使  cong1 ma3 shi3   
璁珩  cong1 heng2   
璁珑  cong1 long2   
聪辩  cong1 bian4   
聪察  cong1 cha2   
聪达  cong1 da2   
聪耳  cong1 er3   
聪惠  cong1 hui4   
聪记  cong1 ji4   
聪加人  cong1 jia1 ren2   
聪鉴  cong1 jian4   
聪解  cong1 jie3   
聪警  cong1 jing3   
聪隽  cong1 jun4   
聪俊  cong1 jun4   
聪刻  cong1 ke4   
聪朗  cong1 lang3   
聪利  cong1 li4   
聪亮  cong1 liang4   
聪了  cong1 le5   
聪令  cong1 ling4   
聪慜  cong1 min3   
聪明出众  cong1 ming2 chu1 zhong4   
聪明儿  cong1 ming2 er2   
聪明反被聪明误  cong1 ming2 fan3 bei4 cong1 ming2 wu4   
聪明过人  cong1 ming2 guo4 ren2   
聪明绝世  cong1 ming2 jue2 shi4   
聪明能干  cong1 ming2 neng2 gan4   
聪明鸟  cong1 ming2 niao3   
聪明睿达  cong1 ming2 rui4 da2   
聪明睿知  cong1 ming2 rui4 zhi1   
聪明睿智  cong1 ming2 rui4 zhi4   
聪明叡知  cong1 ming2 rui4 zhi1   
聪明丸  cong1 ming2 wan2   
聪明误  cong1 ming2 wu4   
懵懂片时  meng3 dong3 pian4 shi2   
懵懂一时  meng3 dong3 yi4 shi2   
聪明英毅  cong1 ming2 ying1 yi4   
聪明正直  cong1 ming2 zheng4 zhi2   
聪明智慧  cong1 ming2 zhi4 hui4   
聪明智能  cong1 ming2 zhi4 neng2   
聪明自误  cong1 ming2 zi4 wu4   
聪谋  cong1 mou2   
聪睿  cong1 rui4   
聪识  cong1 shi2   
聪听  cong1 ting1   
聪悟  cong1 wu4   
聪黠  cong1 xia2   
聪虚  cong1 xu1   
聪哲  cong1 zhe2   
聪智  cong1 zhi4   
鏦鏦  cong1 cong1   
鏦金戛玉  cong1 jin1 jia2 yu4   
鏦杀  cong1 sha1   
鏦铮  cong1 zheng1   
丛葆  cong2 bao3   
丛悲  cong2 bei1   
丛泊  cong2 bo2   
丛薄  cong2 bao2   
丛残  cong2 can2   
丛曹剧部  cong2 cao2 ju4 bu4   
丛辰  cong2 chen2   
丛祠  cong2 ci2   
丛丛  cong2 cong2   
丛凑  cong2 cou4   
丛簇  cong2 cu4   
丛悴  cong2 cui4   
丛萃  cong2 cui4   
丛顇  cong2 zu2   
丛脞  cong2 cuo3   
丛错  cong2 cuo4   
丛沓  cong2 ta4   
丛倒  cong2 dao3   
丛恶  cong2 e4   
丛烦  cong2 fan2   
丛繁  cong2 fan2   
丛芳  cong2 fang1   
丛灌  cong2 guan4   
丛篁  cong2 huang2   
丛荟  cong2 hui4   
丛秽  cong2 hui4   
丛伙  cong2 huo3   
丛棘  cong2 ji2   
丛菅  cong2 jian1   
丛箭  cong2 jian4   
丛剧  cong2 ju4   
丛聚  cong2 ju4   
丛遽  cong2 ju4   
丛兰  cong2 lan2   
丛兰欲秀  cong2 lan2 yu4 xiu4   
秋风败之  qiu1 feng1 bai4 zhi1   
丛毛  cong2 mao2   
丛茂  cong2 mao4   
襜蔽  dan1 bi4   
襜襜  dan1 dan1   
襜车  dan1 che1   
襜幌  chan1 huang3   
襜裙  dan1 qun2   
襜如  chan1 ru2   
襜襦  dan1 ru2   
襜裳  chan1 shang5   
襜帷  dan1 wei2   
襜幄  dan1 wo4   
襜衣  dan1 yi1   
